image_path,caption,emotion_id,paletz_pred,paletz_pred_id
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_12741.jpg,"a woman in a red and black costume with a number on her head
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_09729.jpg,"a dark room with windows and a door
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_05939.jpg,"a man dressed as a cat smoking a hookah
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_09056.jpg,"three children sitting on chairs in a classroom
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_05180.jpg,"a man and woman shaking hands at an outdoor event
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_00515.jpg,"a green toy sitting on a table with a beaker and a bottle
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_06127.jpg,"a man in a red costume is dancing on the street
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_17456.jpg,"a young boy running in front of a dinosaur statue
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_02378.jpg,"a circus performer is suspended from a rope in the air
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_08578.jpg,"a cat is wrapped in a towel
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_02010.jpg,"a snowman figurine with a scarf and hat
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_04734.jpg,"a group of people holding up signs and flags
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_02641.jpg,"the sun sets over the water as seen from the shore
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_15476.jpg,"a small bird perched on a branch
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_12132.jpg,"a close up of a christmas tree with lights
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/fear/fear_11533.jpg,"a man with a beard and a woman with a beard talking to each other
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_01295.jpg,"a field of flowers with a blue sky in the background
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/awe/awe_01480.jpg,"a rainbow is seen over a lake with trees and grass
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_09894.jpg,"a large field of graves with many headstones
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_07845.jpg,"a large, colorful, monster shaped bike with eyes on it
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_04631.jpg,"a woman sitting on the ground with her head down
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_08159.jpg,"a woman in a traditional dress with a green sash and a tiara
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_07475.jpg,"a plate with donuts on it and pink fabric
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11069.jpg,"the entrance to the temple is made of stone
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_14863.jpg,"a goat head with blood on the floor
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_14753.jpg,"a group of people dressed in costumes on stage
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_12358.jpg,"two women sitting in a van with an american flag
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_02900.jpg,"a pink flower pot sitting on a table near a pool
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_08684.jpg,"a man relaxing in a pool overlooking the ocean
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_03151.jpg,"a close up of a tree with white flowers
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_10624.jpg,"a young girl holding a banana
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_00746.jpg,"a woman holding a baby and kissing it
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_02627.jpg,"two peacocks are walking around in the grass
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_07501.jpg,"a group of sea anemones on a coral reef
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_01112.jpg,"a man climbing on a wall in a building
",3,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_16301.jpg,"two men in colorful clothing walking down the street
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_12546.jpg,"a man wearing glasses and a shirt
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_04844.jpg,"a stairway with a metal handrail and trash on the ground
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_04871.jpg,"a woman with bloody makeup and blood on her face
",4,anger,4
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_03324.jpg,"a bag of trash on the ground
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_01122.jpg,"a woman standing in front of a pile of garbage
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_07058.jpg,"a book burning in a fire
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_13225.jpg,"a woman and child sitting on a couch knitting
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_09067.jpg,"a tiger is walking through the grass with its mouth open
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_14416.jpg,"a group of people posing for a picture with a beer
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_03046.jpg,"a man is standing on a pole with a fire burning in the background
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_08201.jpg,"a pumpkin with a face carved into it
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_11080.jpg,"a bull is being ridden by a man
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_04140.jpg,"a pink sky with boats in the water
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/anger/anger_11317.jpg,"a person holding a knife in the woods
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_05006.jpg,"a man wearing a hat and a tie
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_11404.jpg,"a woman is holding a red bottle of ketchup
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_18153.jpg,"a man kissing a baby
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_10899.jpg,"a woman is holding a rake in her hand
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_09565.jpg,"a little girl with curly hair and big eyes
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_06762.jpg,"a rooster standing in the grass near a bush
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_04941.jpg,"a baby is sleeping in a chair with his mouth open
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_02545.jpg,"a woman is smiling
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/fear/fear_04432.jpg,"a man laying on the ground with birds flying around him
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_03959.jpg,"a woman blowing bubbles
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_07191.jpg,"a white tiger walking through a forest
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_07338.jpg,"a woman in a hat standing next to a stone structure
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_09333.jpg,"two small animals are sitting in the dirt
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_10218.jpg,"a man jumping in the air on a beach
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_04519.jpg,"the view from the top of a hill overlooking a river and vineyards
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_08059.jpg,"a man on a mountain bike is jumping over a wooden barrier
",3,fear,6
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_06442.jpg,"several cactus plants are in plastic containers
",5,happiness,2
C:\Users\manee\EmoSet-118K-7\image/fear/fear_00113.jpg,"an abandoned room with two windows and a broken floor
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_13493.jpg,"a woman in a colorful costume is dancing with a drum
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_03066.jpg,"purple flowers in the mountains with mountains in the background
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_10474.jpg,"a small black worm on a white surface
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_06570.jpg,"a person parasailing on the beach with a red kite
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_02373.jpg,"a spider is sitting on a metal fence
",6,fear,6
C:\Users\manee\EmoSet-118K-7\image/awe/awe_06213.jpg,"a little girl in white dress standing on gravel
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_19904.jpg,"a woman sitting on a chair with her arms outstretched
",3,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_00996.jpg,"a bride and groom embrace in the park
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_10567.jpg,"a man wearing a superman shirt and sunglasses
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_03264.jpg,"a cross stitch ornament with a picture of a person
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_07630.jpg,"a boat is in the water near a large oil refinery
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_10185.jpg,"a dirty bathroom with a window and a sink
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_09909.jpg,"a woman sitting on top of a pile of rocks
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_08852.jpg,"a young girl is throwing water into the water
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_00514.jpg,"a bee on a lavender plant
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_06287.jpg,"a moth on the ground with its wings open
",6,fear,6
C:\Users\manee\EmoSet-118K-7\image/awe/awe_04667.jpg,"the blue water of the ocean is surrounded by rock formations
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_11805.jpg,"a group of people in costumes on a stage
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_14061.jpg,"a tree that has been cut down and is laying on the ground
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_09141.jpg,"a seagull is floating in the water
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_10062.jpg,"a woman dressed in a clown costume stands next to a skeleton
",6,anger,4
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_06293.jpg,"two children are shaking hands with a mickey mouse character
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_03427.jpg,"a woman smiles while holding a baby in a hospital bed
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_01284.jpg,"a baby in a stroller with food on skewers
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_03520.jpg,"an older man and woman are planting plants in the yard
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_18001.jpg,"a group of children playing in the grass
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_12138.jpg,"a woman smiles while holding her newborn baby
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/awe/awe_14390.jpg,"a bird with a yellow beak standing on the shore
",1,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_02138.jpg,"a tiger walking through a fenced in area
",4,fear,6
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_00471.jpg,"a statue of a woman with a child on her lap
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_16714.jpg,"a lighted gingerbread man hanging from a tree
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_07899.jpg,"a little girl sitting on a couch near a christmas tree
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_11007.jpg,"two men are pushing a giant soccer ball
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_06445.jpg,"a mushroom with a hole in it sitting on the ground
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_08329.jpg,"a trash can full of cigarettes
",5,anger,4
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_05832.jpg,"two women in traditional clothing are smiling
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/awe/awe_12884.jpg,"a mule deer in the field near a bridge
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_10622.jpg,"a man on a yellow surfboard in the ocean
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_07067.jpg,"a plant with many dead flowers on it
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_02502.jpg,"a wedding ceremony in the grass with people sitting in chairs
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_14573.jpg,"three wine bottles with frogs on them
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_04931.jpg,"a black snake with a long neck and black stripes
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_04012.jpg,"two young girls decorating a christmas tree
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_05140.jpg,"a group of tulips with white, pink and yellow flowers
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/anger/anger_03338.jpg,"a man with his mouth open and his hands on his chin
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_14081.jpg,"a large crowd of people walking down the street with a statue
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_00445.jpg,"a man and a baby in a pool
",3,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_04484.jpg,"three cactus plants in a black pot on a table
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_07336.jpg,"the sun sets over the snow covered mountains and trees
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_19844.jpg,"three women in a pink boat with a rainbow flag
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_04294.jpg,"a woman with rainbow colored tattoos on her arm
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_11815.jpg,"a man in cowboy hat playing guitar on stage
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_16930.jpg,"a close up of a toy owl on a pink and blue wall
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_06397.jpg,"a dirty toilet with a hole in the floor
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_07884.jpg,"a snowy path through the woods with trees covered in snow
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_09289.jpg,"a doll's head is hanging on the wall next to a framed picture
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_10885.jpg,"a woman and a girl looking at a cell phone
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_06081.jpg,"mountain goat photograph - mountain goat fine art print
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_08508.jpg,"a group of small fish swimming in the water
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_05963.jpg,"a person holding a cigarette in their hand
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_03879.jpg,"a trash can with garbage and graffiti on it
",5,anger,4
C:\Users\manee\EmoSet-118K-7\image/fear/fear_05891.jpg,"a spider with a large brown and black body
",6,fear,6
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_12839.jpg,"a man in a tie dye shirt and shorts stands in front of a building
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_16439.jpg,"a white cat yawning
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_13491.jpg,"a man sitting on a wall near the water
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_15734.jpg,"a woman is smiling while holding a piece of paper
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_14626.jpg,"a man holding a baby in a carrier
",3,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11684.jpg,"a view of a valley and hills from a high point
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_04759.jpg,"a red and brown tree with peeling paint
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/anger/anger_02199.jpg,"a fox yawning with its mouth open
",4,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_06352.jpg,"a vase with flowers on a hillside
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_12074.jpg,"a cemetery with crosses and crosses in the background
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_13612.jpg,"a woman wearing sunglasses sitting on a bench
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_01324.jpg,"a man in a shirt and hat holding an american flag
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_00792.jpg,"a couple sitting on a bench in front of a fountain
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_10454.jpg,"a large metal structure
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_04815.jpg,"a flower garden with red and white flowers
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_11189.jpg,"an empty room with a window and a door
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_05247.jpg,"a llama with a branch in its mouth
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/anger/anger_04143.jpg,"a dog is standing in front of a fence
",4,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_15878.jpg,"a young boy holding a green toy in the car
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_04996.jpg,"a group of men sitting on the ground in front of a statue
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_06691.jpg,"a woman is looking out the window with her hand on her face
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_00588.jpg,"a trash can with trash and a sign on it
",5,anger,4
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_06514.jpg,"a group of young girls in pink dresses performing at an event
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_00697.jpg,"a baby with a big smile
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_13589.jpg,"a close up of a clown mask with red nose
",0,anger,4
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_01176.jpg,"two boys sitting on a couch
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_00053.jpg,"a toy plant with a monster mouth on top
",6,anger,4
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_04175.jpg,"old bottles and jars on a table
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_09740.jpg,"a man in a sweater and tie playing an acoustic guitar
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_14437.jpg,"a baby in a high chair with a pink balloon
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_08840.jpg,"three people are flying through the air with parachutes
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_01196.jpg,"a snow covered trail in the woods
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_07217.jpg,"a spider with yellow and black stripes on its back
",5,fear,6
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_05487.jpg,"a christmas tree with presents and a christmas tree
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/fear/fear_10690.jpg,"a house with a large front porch
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_06456.jpg,"a stone monument with the name john steel s
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_02071.jpg,"the rolling hills of tuscany are seen in the sunset
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_02813.jpg,"a man wearing a pirate hat
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_12038.jpg,"the abandoned building is surrounded by snow
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_08905.jpg,"california poppy fields at sunset
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_01686.jpg,"a woman holding a pregnancy test
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11737.jpg,"a wedding ceremony in a church with a wooden arch
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_07317.jpg,"two children pose with a large tortoise
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_02999.jpg,"three people posing for a picture with a referee
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_06383.jpg,"a woman is sitting on a bench in a city
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_05101.jpg,"pointe shoes in a pile of ribbons
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_03442.jpg,"two men standing in a gym with a cell phone
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_01356.jpg,"a woman is holding a rose and smelling it
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_13848.jpg,"a woman wearing a white mask leaning against a wall
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_12368.jpg,"a woman dressed in a zombie costume holding a skull
",6,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_12377.jpg,"the sun sets over the water and a mountain in the distance
",1,happiness,2
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_00814.jpg,"a pile of garbage in front of a fence
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_04106.jpg,"a ferris wheel is lit up at night
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_16633.jpg,"a basket filled with bread and croissants
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_12660.jpg,"a dog catching a frisbee in the air
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_03839.jpg,"two women in zombie makeup are talking to each other
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_00863.jpg,"a pile of wood and other debris
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_08154.jpg,"a display of various bags and other items
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_01298.jpg,"a green butterfly chrysalis on a plant
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_03793.jpg,"a field with trash and debris in it
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_00837.jpg,"a woman holding up a sign that says love is in the air
",3,happiness,2
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_11490.jpg,"a palm tree in the middle of a grassy area
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/fear/fear_03273.jpg,"a tiger is walking through the grass and bushes
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_14744.jpg,"a pond with a small building in the middle
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_09717.jpg,"a young woman sitting on the ground with her feet up
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_08660.jpg,"a large group of stuffed bears hanging from a pole
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_03719.jpg,"graduates celebrate at the end of their graduation ceremony
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/fear/fear_10278.jpg,"a door is open
",6,happiness,2
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_03504.jpg,"a grave in the grass with a stone on top
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_02478.jpg,"an old woman is praying with her hands on her face
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_02026.jpg,"christmas frame mockup
",0,happiness,2
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_05237.jpg,"a woman and a young boy sitting on a rock
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_05872.jpg,"a cup of red liquid sitting on a table
",5,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_16462.jpg,"a woman standing on a railing looking at a race track
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_07683.jpg,"a beautiful bride in a white wedding dress
",3,happiness,2
C:\Users\manee\EmoSet-118K-7\image/awe/awe_11534.jpg,"a bride and her daughter are walking together
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_05921.jpg,"a street with a building that has been destroyed
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_06334.jpg,"a garbage can and a cigarette butt in a narrow alley
",5,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_12769.jpg,"dandelions in a field at sunset
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_06135.jpg,"a dog laying on a couch with a pillow
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_10876.jpg,"a bird is standing in the water at sunset
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_07771.jpg,"a group of monks standing in a room
",1,sadness,7
C:\Users\manee\EmoSet-118K-7\image/awe/awe_05458.jpg,"a couple of kids playing on a sidewalk
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_00935.jpg,"two young girls in overalls holding hands in a field
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_06289.jpg,"three people holding a large fish in a river
",0,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_03332.jpg,"a young boy in a yellow shirt and grey jacket is standing in the fall
",2,amusement,0
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_09637.jpg,"a grave with the name of michael in it
",7,sadness,7
C:\Users\manee\EmoSet-118K-7\image/excitement/excitement_19356.jpg,"a man stands on top of a mountain with a backpack
",3,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_00244.jpg,"a fence is in the snow
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_14628.jpg,"three children are standing in the water
",2,sadness,7
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_07846.jpg,"a young boy with a red shirt holding a piece of cloth
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/awe/awe_02169.jpg,"a pelican standing on the beach with other birds
",1,amusement,0
C:\Users\manee\EmoSet-118K-7\image/amusement/amusement_05140.jpg,"three young girls sitting at a table with their hands up
",0,sadness,7
C:\Users\manee\EmoSet-118K-7\image/fear/fear_14924.jpg,"a christmas tree made of dolls heads
",6,amusement,0
C:\Users\manee\EmoSet-118K-7\image/contentment/contentment_00951.jpg,"a smiling man with a white tooth
",2,happiness,2
C:\Users\manee\EmoSet-118K-7\image/sadness/sadness_01258.jpg,"a tombstone with the name of oline on it
",7,amusement,0
C:\Users\manee\EmoSet-118K-7\image/disgust/disgust_01862.jpg,"a tree with a hole in it and a hole in the bark
",5,amusement,0
